,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,label
5932,0.015215553677092139,0.0,0.49999999999999994,0.10714285714285714,0.0,0.0,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.0,1.0,1.0,0.125,0.08928571428571427,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11032590789588698,0.09407992043657878,0.12121212121212122,0.3333333333333335,1
5933,0.01570323167956304,0.0,0.49999999999999994,0.1101190476190476,0.0,0.0,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.1,1.0,0.0,0.13068181818181818,0.08928571428571427,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04665048445768307,0.06698500535523028,0.030303030303030304,0.6231884057971016,0
5934,0.016060862214708368,0.0,0.49999999999999994,0.11309523809523808,0.0,0.0,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.1,1.0,0.0,0.13068181818181818,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054349360892397273,0.08110623756821543,0.06060606060606061,0.6956521739130435,1
5935,0.016429330038797495,0.0,0.49999999999999994,0.11607142857142856,0.0,0.0,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.2,1.0,0.0,0.13068181818181818,0.10119047619047619,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2944467231026808,0.1482123731320447,0.18181818181818182,0.6376811594202898,1
5936,0.016851984307605608,0.0,0.49999999999999994,0.11904761904761904,0.0,0.0,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.30000000000000004,1.0,0.0,0.13068181818181818,0.10714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04708081466888107,0.07728107308614271,0.0,0.6956521739130435,1
5937,0.018022411513535775,0.0,0.5833333333333333,0.12202380952380952,0.0,0.0,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.13636363636363635,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04539983728138888,0.04995027286173306,0.0,0.6086956521739131,0
5938,0.018217482714524134,0.0,0.5833333333333333,0.12499999999999999,0.0,0.0,0.6666666666666666,0.5,0.1111111111111111,0.0,0.0,0.0,0.13636363636363635,0.11309523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08572984676210135,0.09473657367266793,0.09090909090909091,0.5942028985507246,1
5939,0.01847757764917528,0.0,0.5833333333333333,0.12797619047619047,0.0,0.0,0.6666666666666666,0.5,0.1111111111111111,0.1,0.0,0.0,0.14204545454545456,0.11309523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022599059997444913,0.02771331667261693,0.0,0.6666666666666667,0
5940,0.018856882762208205,0.0,0.5833333333333333,0.13095238095238096,0.0,0.0,0.6666666666666666,0.5,0.2222222222222222,0.1,0.0,1.0,0.14204545454545456,0.11904761904761904,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20616851462114127,0.17627632988218495,0.21212121212121213,0.42028985507246386,1
5941,0.019409584498341893,0.0,0.5833333333333333,0.13392857142857142,0.0,0.0,0.6666666666666666,0.5,0.2222222222222222,0.2,0.0,0.0,0.14772727272727273,0.11904761904761904,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04491571579379113,0.0822856632835212,0.06060606060606061,0.6086956521739131,0
5942,0.019669679432993043,0.0,0.5833333333333333,0.13690476190476192,0.0,0.0,0.6666666666666666,0.5,0.3333333333333333,0.2,0.0,0.0,0.14772727272727273,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07805786596558702,0.06247131126638446,0.09090909090909091,0.7391304347826086,1
5943,0.019994798101306978,0.0,0.5833333333333333,0.13988095238095238,0.0,0.0,0.6666666666666666,0.5,0.3333333333333333,0.30000000000000004,0.0,0.0,0.1534090909090909,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02477760669163478,0.033750701280155046,0.0,0.7971014492753623,0
5944,0.020189869302295337,0.0,0.5833333333333333,0.14285714285714285,0.0,0.0,0.6666666666666666,0.5,0.4444444444444444,0.30000000000000004,0.0,0.0,0.1590909090909091,0.125,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018396616528714455,0.027356301320956806,0.0,0.7971014492753623,0
5945,0.020547499837440666,0.0,0.6666666666666666,0.14583333333333334,0.0,0.0,0.8333333333333333,0.5,0.0,0.0,1.0,0.0,0.16477272727272727,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0934825144732153,0.09585224664660581,0.030303030303030304,0.7681159420289856,0
5946,0.0208617812168108,0.0,0.6666666666666666,0.1488095238095238,0.0,0.0,0.8333333333333333,0.5,0.1111111111111111,0.0,1.0,0.0,0.16477272727272727,0.13095238095238093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05046294117251534,0.033890957311164385,0.0,0.7101449275362319,1
5947,0.0213711337971693,0.0,0.6666666666666666,0.1517857142857143,0.0,0.0,0.8333333333333333,0.5,0.1111111111111111,0.1,1.0,0.0,0.16477272727272727,0.1369047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03521311431318626,0.05336104452491457,0.0,0.6521739130434783,1
5948,0.021696252465483234,0.0,0.6666666666666666,0.15476190476190477,0.0,0.0,0.8333333333333333,0.5,0.1111111111111111,0.2,1.0,0.0,0.16477272727272727,0.14285714285714285,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098706992193541,0.010041056765440915,0.0,0.6811594202898552,1
5950,0.022379001668942498,0.0,0.6666666666666666,0.16071428571428573,0.0,0.0,0.8333333333333333,0.5,0.2222222222222222,0.30000000000000004,1.0,0.0,0.17613636363636365,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15034661753730086,0.1330647217830367,0.09090909090909091,0.6376811594202898,0
5951,0.02280165593775061,0.0,0.6666666666666666,0.1636904761904762,0.0,0.0,0.8333333333333333,0.5,0.3333333333333333,0.30000000000000004,1.0,0.0,0.17613636363636365,0.1488095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03359265211164379,0.03528076707298414,0.0,0.7536231884057971,1
5952,0.02309426273923315,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.8333333333333333,0.5,0.3333333333333333,0.4,1.0,1.0,0.18181818181818182,0.1488095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05606395782763929,0.05719895955526088,0.030303030303030304,0.37681159420289867,0
5953,0.023538591585928862,0.0,0.6666666666666666,0.16964285714285715,0.0,0.0,0.8333333333333333,0.5,0.3333333333333333,0.30000000000000004,1.0,1.0,0.18181818181818182,0.15476190476190477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17731621874222545,0.15633447238231243,0.12121212121212122,0.5217391304347827,1
5954,0.02403710687734356,0.0,0.6666666666666666,0.17261904761904762,0.0,0.0,0.8333333333333333,0.5,0.3333333333333333,0.4,1.0,0.0,0.18181818181818182,0.1607142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05483348237999501,0.0587162747998164,0.0,0.7536231884057971,1
5955,0.025218371372217524,0.0,0.7499999999999999,0.17559523809523808,0.0,0.0,0.8333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.1875,0.1607142857142857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012822495511790374,0.017570255520987402,0.0,0.7101449275362319,0
5956,0.025402605284262088,0.0,0.7499999999999999,0.17857142857142858,0.0,0.0,0.8333333333333333,0.6666666666666666,0.1111111111111111,0.0,0.0,1.0,0.19318181818181818,0.1607142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05776510694378138,0.07490309583312084,0.06060606060606061,0.2753623188405798,0
5957,0.025727723952576022,0.0,0.7499999999999999,0.18154761904761904,0.0,0.0,0.8333333333333333,0.6666666666666666,0.2222222222222222,0.0,0.0,1.0,0.19318181818181818,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2995703421797569,0.2353241189371143,0.2727272727272727,0.46376811594202905,1
5958,0.026193727377159328,0.0,0.7499999999999999,0.18452380952380953,0.0,0.0,0.8333333333333333,0.6666666666666666,0.2222222222222222,0.1,0.0,0.0,0.19886363636363638,0.16666666666666666,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005533777559624267,0.007720456979650126,0.0,0.7536231884057971,0
5959,0.02638879857814769,0.0,0.7499999999999999,0.1875,0.0,0.0,0.8333333333333333,0.6666666666666666,0.3333333333333333,0.1,0.0,0.0,0.20454545454545456,0.16666666666666666,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0339557432273421,0.03730810424848269,0.0,0.8115942028985508,0
5960,0.028588768233738647,0.25,0.0,0.19047619047619047,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20454545454545456,0.17261904761904762,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05009312614726706,0.04979089100831336,0.06060606060606061,0.7101449275362319,1
5961,0.028794676723670806,0.25,0.0,0.19345238095238096,0.5,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.20454545454545456,0.17857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1244259462221714,0.10325393991941656,0.06060606060606061,0.6956521739130435,1
5962,0.029033097080434358,0.25,0.0,0.19642857142857142,0.5,0.0,0.0,0.0,0.0,0.2,1.0,1.0,0.21022727272727273,0.17857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045883958768986634,0.051837354006222275,0.030303030303030304,0.5652173913043479,0
5963,0.029434076771354876,0.25,0.0,0.19940476190476192,0.5,0.0,0.0,0.0,0.1111111111111111,0.2,1.0,1.0,0.21022727272727273,0.1845238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045352769914539105,0.04743841485183863,0.0,0.30434782608695654,1
5964,0.029737520861781216,0.25,0.0,0.20238095238095238,0.5,0.0,0.0,0.0,0.1111111111111111,0.30000000000000004,1.0,0.0,0.21022727272727273,0.19047619047619047,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003651082885633022,0.007363441627990005,0.0,0.7681159420289856,1
5965,0.030279385308971108,0.25,0.08333333333333333,0.20535714285714285,0.5,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.2159090909090909,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012573710858441531,0.023467384097516197,0.0,0.6521739130434783,0
5966,0.03046361922101567,0.25,0.08333333333333333,0.20833333333333334,0.5,0.0,0.0,0.16666666666666666,0.1111111111111111,0.0,0.0,0.0,0.2215909090909091,0.19047619047619047,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19342670602395054,0.1874075585250166,0.18181818181818182,0.7391304347826086,0
5967,0.03076706331144201,0.25,0.08333333333333333,0.2113095238095238,0.5,0.0,0.0,0.16666666666666666,0.2222222222222222,0.0,0.0,0.0,0.2272727272727273,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130746421199142,0.11768756056510432,0.12121212121212122,0.536231884057971,0
5968,0.031037995535036954,0.25,0.08333333333333333,0.21428571428571427,0.5,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,1.0,0.23295454545454547,0.19047619047619047,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01926400086066042,0.031410975671953896,0.0,0.5507246376811594,0
5969,0.031438975225957476,0.25,0.16666666666666669,0.21726190476190477,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0,0.0,0.23295454545454547,0.19642857142857142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07545571296974912,0.05543300861937064,0.06060606060606061,0.6811594202898552,1
